region,year,eurostat_crop_category,production_structure,eurostat_area_thousand_ha,region_normalised,eurostat_area_ha,annual_mean_temperature_c,annual_min_temperature_c,annual_max_temperature_c,annual_precipitation_mm,annual_rain_mm,annual_et0_mm
Mayotte,2023,Cereals for the production of grain (including seed),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0,,,,,,
Mayotte,2024,Cereals for the production of grain (including seed),Area (sown/harvested/production) - thousand hectares,0.01,mayotte,10.0,,,,,,
France,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,296.18,france,296180.0,,,,,,
France,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,328.79,france,328790.0,,,,,,
France,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,358.65,france,358650.0,,,,,,
France,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,292.86,france,292860.0,,,,,,
France,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,312.8,france,312800.0,,,,,,
France,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,389.26,france,389260.0,,,,,,
France,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,391.95,france,391950.0,,,,,,
France,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,308.71,france,308710.0,,,,,,
France,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,353.69,france,353690.0,,,,,,
France,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,320.83,france,320830.0,,,,,,
Ile de France,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,21.52,ile de france,21520.0,12.54904109589041,-3.0,38.3,534.7,532.0,835.61
Ile de France,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,19.45,ile de france,19450.0,11.864754098360656,-5.1,35.9,707.7,701.8,754.74
Ile de France,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,16.42,ile de france,16420.0,12.375342465753425,-7.5,36.2,663.9,660.7,800.96
Ile de France,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,11.53,ile de france,11530.0,12.936712328767122,-8.2,36.3,726.8,697.4,866.4
Ile de France,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,13.59,ile de france,13590.0,12.642739726027399,-4.3,41.4,803.5,778.6,876.92
Ile de France,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.18,ile de france,20180.0,13.30655737704918,-2.8,37.6,710.1,709.6,901.76
Ile de France,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,18.95,ile de france,18950.0,11.793698630136985,-6.0,31.9,789.5,779.9,777.6
Ile de France,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,15.97,ile de france,15970.0,13.334246575342465,-6.0,38.9,650.6,644.1,920.45
Ile de France,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,19.19,ile de france,19190.0,13.365205479452055,-5.2,34.9,847.6,842.9,849.12
Ile de France,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,16.47,ile de france,16470.0,12.793989071038252,-4.9,36.6,980.3,967.4,716.67
Centre — Val de Loire,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,37.64,centre - val de loire,37640.0,12.456986301369863,-3.8,38.4,586.6,583.6,865.0
Centre — Val de Loire,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,43.44,centre - val de loire,43440.0,11.711475409836064,-5.3,35.6,766.2,763.5,772.87
Centre — Val de Loire,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,53.01,centre - val de loire,53010.0,12.215342465753425,-8.0,36.0,639.3,637.1,833.14
Centre — Val de Loire,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,41.75,centre - val de loire,41750.0,12.914520547945205,-10.7,35.8,716.2,686.7,898.55
Centre — Val de Loire,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,45.98,centre - val de loire,45980.0,12.640273972602738,-3.2,41.1,757.6,743.2,922.86
Centre — Val de Loire,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,55.96,centre - val de loire,55960.0,13.142896174863388,-2.9,37.2,671.5,671.3,921.7
Centre — Val de Loire,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,53.19,centre - val de loire,53190.0,11.684657534246574,-6.5,32.8,822.4,806.3,816.13
Centre — Val de Loire,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.69,centre - val de loire,39690.0,13.296986301369863,-5.5,37.4,659.9,658.0,956.24
Centre — Val de Loire,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,46.87,centre - val de loire,46870.0,13.261917808219179,-6.0,35.2,771.7,763.4,883.63
Centre — Val de Loire,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.49,centre - val de loire,39490.0,12.30464480874317,-6.8,36.1,925.1,913.0,732.31
Bourgogne-Franche-Comté,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,19.48,bourgogne-franche-comte,19480.0,12.37945205479452,-4.2,38.6,722.6,698.6,917.5
Bourgogne-Franche-Comté,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,25.58,bourgogne-franche-comte,25580.0,11.389344262295081,-5.3,34.4,1081.4,1060.0,783.13
Bourgogne-Franche-Comté,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,34.75,bourgogne-franche-comte,34750.0,11.877808219178082,-9.7,35.7,851.5,819.3,867.48
Bourgogne-Franche-Comté,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.94,bourgogne-franche-comte,23940.0,12.912876712328767,-11.3,36.1,903.7,880.6,930.87
Bourgogne-Franche-Comté,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,35.3,bourgogne-franche-comte,35300.0,12.64986301369863,-4.8,39.7,763.5,741.8,960.04
Bourgogne-Franche-Comté,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,43.88,bourgogne-franche-comte,43880.0,12.939071038251365,-4.6,39.1,823.4,807.6,961.27
Bourgogne-Franche-Comté,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,40.98,bourgogne-franche-comte,40980.0,11.248767123287672,-9.1,32.5,1002.0,958.3,805.73
Bourgogne-Franche-Comté,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.8,bourgogne-franche-comte,28800.0,13.023287671232877,-8.3,37.2,947.2,937.8,970.98
Bourgogne-Franche-Comté,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,25.64,bourgogne-franche-comte,25640.0,13.03972602739726,-7.2,35.7,977.9,963.6,911.44
Bourgogne-Franche-Comté,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,22.5,bourgogne-franche-comte,22500.0,12.092349726775957,-6.3,34.9,1200.6,1182.3,767.71
Normandie,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.8,normandie,28800.0,12.329589041095891,-1.8,35.5,618.8,616.7,793.75
Normandie,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,29.5,normandie,29500.0,11.868852459016393,-4.7,37.3,624.0,621.4,765.85
Normandie,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.5,normandie,28500.0,12.445479452054796,-6.4,35.3,698.5,697.9,781.17
Normandie,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.28,normandie,20280.0,12.427123287671233,-7.0,34.3,660.8,654.5,807.33
Normandie,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,15.61,normandie,15610.0,12.383835616438358,-2.4,39.2,762.0,757.1,834.38
Normandie,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,22.45,normandie,22450.0,13.01393442622951,-2.2,36.7,699.9,699.7,859.55
Normandie,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.89,normandie,20890.0,11.79205479452055,-5.0,30.2,804.4,799.6,760.61
Normandie,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,18.82,normandie,18820.0,13.118630136986301,-4.1,39.2,775.1,772.2,871.79
Normandie,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,21.16,normandie,21160.0,13.058356164383563,-3.0,32.3,858.5,855.9,796.61
Normandie,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,21.34,normandie,21340.0,12.387431693989072,-4.7,32.1,864.1,845.1,717.66
Hauts-de-France,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,45.38,hauts-de-france,45380.0,,,,,,
Hauts-de-France,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.43,hauts-de-france,39430.0,,,,,,
Hauts-de-France,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,29.96,hauts-de-france,29960.0,,,,,,
Hauts-de-France,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.65,hauts-de-france,23650.0,,,,,,
Hauts-de-France,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.06,hauts-de-france,23060.0,,,,,,
Hauts-de-France,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,32.52,hauts-de-france,32520.000000000004,,,,,,
Hauts-de-France,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.89,hauts-de-france,30890.0,,,,,,
Hauts-de-France,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,24.28,hauts-de-france,24280.0,,,,,,
Hauts-de-France,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.66,hauts-de-france,30660.0,,,,,,
Hauts-de-France,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,29.49,hauts-de-france,29490.0,,,,,,
Grand Est,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,46.23,grand est,46230.0,,,,,,
Grand Est,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,53.47,grand est,53470.0,,,,,,
Grand Est,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,52.7,grand est,52700.0,,,,,,
Grand Est,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,36.55,grand est,36550.0,,,,,,
Grand Est,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,36.88,grand est,36880.0,,,,,,
Grand Est,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,52.14,grand est,52140.0,,,,,,
Grand Est,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,62.1,grand est,62100.0,,,,,,
Grand Est,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,43.61,grand est,43610.0,,,,,,
Grand Est,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,48.43,grand est,48430.0,,,,,,
Grand Est,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,39.05,grand est,39050.0,,,,,,
Pays de la Loire,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,17.5,pays de la loire,17500.0,,,,,,
Pays de la Loire,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.54,pays de la loire,20540.0,,,,,,
Pays de la Loire,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,23.13,pays de la loire,23130.0,,,,,,
Pays de la Loire,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,20.92,pays de la loire,20920.0,,,,,,
Pays de la Loire,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,21.22,pays de la loire,21220.0,,,,,,
Pays de la Loire,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,24.15,pays de la loire,24150.0,,,,,,
Pays de la Loire,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,25.87,pays de la loire,25870.0,,,,,,
Pays de la Loire,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,22.08,pays de la loire,22080.0,,,,,,
Pays de la Loire,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,28.08,pays de la loire,28080.0,,,,,,
Pays de la Loire,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,26.09,pays de la loire,26090.0,,,,,,
Bretagne,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,6.52,bretagne,6520.0,,,,,,
Bretagne,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.88,bretagne,8880.0,,,,,,
Bretagne,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,9.46,bretagne,9460.0,,,,,,
Bretagne,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.0,bretagne,8000.0,,,,,,
Bretagne,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.37,bretagne,8370.0,,,,,,
Bretagne,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.01,bretagne,10010.0,,,,,,
Bretagne,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.27,bretagne,10270.0,,,,,,
Bretagne,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,9.68,bretagne,9680.0,,,,,,
Bretagne,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,13.5,bretagne,13500.0,,,,,,
Bretagne,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,12.63,bretagne,12630.0,,,,,,
Nouvelle-Aquitaine,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.61,nouvelle-aquitaine,30610.0,,,,,,
Nouvelle-Aquitaine,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,34.95,nouvelle-aquitaine,34950.0,,,,,,
Nouvelle-Aquitaine,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.74,nouvelle-aquitaine,47740.0,,,,,,
Nouvelle-Aquitaine,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,46.95,nouvelle-aquitaine,46950.0,,,,,,
Nouvelle-Aquitaine,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,51.08,nouvelle-aquitaine,51080.0,,,,,,
Nouvelle-Aquitaine,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,69.95,nouvelle-aquitaine,69950.0,,,,,,
Nouvelle-Aquitaine,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,68.22,nouvelle-aquitaine,68220.0,,,,,,
Nouvelle-Aquitaine,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,55.43,nouvelle-aquitaine,55430.0,,,,,,
Nouvelle-Aquitaine,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,61.52,nouvelle-aquitaine,61520.0,,,,,,
Nouvelle-Aquitaine,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,56.62,nouvelle-aquitaine,56620.0,,,,,,
Occitanie,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,30.48,occitanie,30480.0,,,,,,
Occitanie,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,40.81,occitanie,40810.0,,,,,,
Occitanie,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,49.16,occitanie,49160.0,,,,,,
Occitanie,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.31,occitanie,47310.0,,,,,,
Occitanie,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,49.41,occitanie,49410.0,,,,,,
Occitanie,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,42.52,occitanie,42520.0,,,,,,
Occitanie,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.76,occitanie,47760.0,,,,,,
Occitanie,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,38.86,occitanie,38860.0,,,,,,
Occitanie,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,47.22,occitanie,47220.0,,,,,,
Occitanie,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,45.6,occitanie,45600.0,,,,,,
Auvergne-Rhône-Alpes,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,9.32,auvergne-rhone-alpes,9320.0,,,,,,
Auvergne-Rhône-Alpes,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.14,auvergne-rhone-alpes,10140.0,,,,,,
Auvergne-Rhône-Alpes,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,11.01,auvergne-rhone-alpes,11010.0,,,,,,
Auvergne-Rhône-Alpes,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.07,auvergne-rhone-alpes,10070.0,,,,,,
Auvergne-Rhône-Alpes,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.5,auvergne-rhone-alpes,10500.0,,,,,,
Auvergne-Rhône-Alpes,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,11.63,auvergne-rhone-alpes,11630.0,,,,,,
Auvergne-Rhône-Alpes,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,10.09,auvergne-rhone-alpes,10090.0,,,,,,
Auvergne-Rhône-Alpes,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.82,auvergne-rhone-alpes,8820.0,,,,,,
Auvergne-Rhône-Alpes,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,7.97,auvergne-rhone-alpes,7970.0,,,,,,
Auvergne-Rhône-Alpes,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,8.68,auvergne-rhone-alpes,8680.0,,,,,,
Provence-Alpes-Côte d’Azur,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.51,provence-alpes-cote d'azur,2510.0,,,,,,
Provence-Alpes-Côte d’Azur,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.39,provence-alpes-cote d'azur,2390.0,,,,,,
Provence-Alpes-Côte d’Azur,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.5,provence-alpes-cote d'azur,2500.0,,,,,,
Provence-Alpes-Côte d’Azur,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,1.7,provence-alpes-cote d'azur,1700.0,,,,,,
Provence-Alpes-Côte d’Azur,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,1.61,provence-alpes-cote d'azur,1610.0,,,,,,
Provence-Alpes-Côte d’Azur,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,3.01,provence-alpes-cote d'azur,3010.0,,,,,,
Provence-Alpes-Côte d’Azur,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.66,provence-alpes-cote d'azur,2660.0,,,,,,
Provence-Alpes-Côte d’Azur,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.61,provence-alpes-cote d'azur,2610.0,,,,,,
Provence-Alpes-Côte d’Azur,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,3.31,provence-alpes-cote d'azur,3310.0,,,,,,
Provence-Alpes-Côte d’Azur,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,2.71,provence-alpes-cote d'azur,2710.0,,,,,,
Corse,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0,,,,,,
Corse,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,corse,30.0,,,,,,
Corse,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.11,corse,110.0,,,,,,
Corse,2018,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0,,,,,,
Corse,2019,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0,,,,,,
Corse,2020,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0,,,,,,
Corse,2021,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0,,,,,,
Corse,2022,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,corse,10.0,,,,,,
Corse,2023,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.03,corse,30.0,,,,,,
Corse,2024,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.06,corse,60.0,,,,,,
Guadeloupe,2015,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guadeloupe,10.0,,,,,,
Guadeloupe,2016,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.0,guadeloupe,0.0,,,,,,
Guadeloupe,2017,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (sown/harvested/production) - thousand hectares,0.01,guadeloupe,10.0,,,,,,
